Symbol,Name,Sector,Industry,Summary Quote
ASMB,"Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/atacu
AAME,Atlantic American Corporation,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,Finance,Savings Institutions,https://www.nasdaq.com/symbol/acfc
AY,Atlantica Yield plc,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXON          ,Axovant Sciences Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYL,"B. Riley Financial, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,Finance,Major Banks,https://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBL,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl
DLBS,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/bybk
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
BRPA,Big Rock Partners Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
BRPAR,Big Rock Partners Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/brpar
BRPAU,Big Rock Partners Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/brpau
BRPAW,Big Rock Partners Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/brpaw
BILI,Bilibili Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/bili
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi
BFRA,Biofrontera AG,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bfra
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bhtg
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/blfs
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bstc
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bspm
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/btai
BCAC,Bison Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bcac
BCACR,Bison Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bcacr
BCACU,Bison Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bcacu
BCACW,Bison Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bcacw
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bbox
BRAC,Black Ridge Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/brac
BRACR,Black Ridge Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bracr
BRACU,Black Ridge Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bracu
BRACW,Black Ridge Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/bracw
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb
HAWK,"Blackhawk Network Holdings, Inc.",Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hawk
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl
BKCC,BlackRock Capital Investment Corporation,n/a,n/a,https://www.nasdaq.com/symbol/bkcc
ADRA,BLDRS Asia 50 ADR Index Fund,n/a,n/a,https://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,n/a,n/a,https://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,n/a,n/a,https://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,n/a,n/a,https://www.nasdaq.com/symbol/adru
BLNK,Blink Charging Co.,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk
BLNKW,Blink Charging Co.,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnkw
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/buff
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/bhbk
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkepp
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc
ITEQ,BlueStar Israel Technology ETF,n/a,n/a,https://www.nasdaq.com/symbol/iteq
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofi
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofil
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi
